BATTLE_TYPE_FRONTIER	ABSENT	BATTLE_TYPE_BATTLE_TOWER | BATTLE_TYPE_DOME | BATTLE_TYPE_PALACE | BATTLE_TYPE_ARENA | BATTLE_TYPE_FACTORY | BATTLE_TYPE_PIKE | BATTLE_TYPE_PYRAMID	
BATTLE_TYPE_FRONTIER_NO_PYRAMID	ABSENT	BATTLE_TYPE_BATTLE_TOWER | BATTLE_TYPE_DOME | BATTLE_TYPE_PALACE | BATTLE_TYPE_ARENA | BATTLE_TYPE_FACTORY | BATTLE_TYPE_PIKE	
STATUS1_NONE	DUP-SAME	0	include\constants\battle.ts
STATUS1_SLEEP	ABSENT	0x7	
STATUS1_POISON	ABSENT	1 << 3	
STATUS1_BURN	ABSENT	1 << 4	
STATUS1_FREEZE	ABSENT	1 << 5	
STATUS1_PARALYSIS	ABSENT	1 << 6	
STATUS1_TOXIC_POISON	ABSENT	1 << 7	
STATUS2_CONFUSION	ABSENT	0x7	
STATUS2_FLINCHED	ABSENT	1 << 3	
STATUS2_UPROAR	ABSENT	0x70	
STATUS2_BIDE	ABSENT	0x300	
STATUS2_LOCK_CONFUSE	ABSENT	0xC00	
STATUS2_MULTIPLETURNS	ABSENT	1 << 12	
STATUS2_WRAPPED	ABSENT	0xE000	
STATUS2_INFATUATION	ABSENT	0xF0000	
STATUS2_FOCUS_ENERGY	ABSENT	1 << 20	
STATUS2_TRANSFORMED	ABSENT	1 << 21	
STATUS2_RECHARGE	ABSENT	1 << 22	
STATUS2_RAGE	ABSENT	1 << 23	
STATUS2_SUBSTITUTE	ABSENT	1 << 24	
STATUS2_DESTINY_BOND	ABSENT	1 << 25	
STATUS2_ESCAPE_PREVENTION	ABSENT	1 << 26	
STATUS2_NIGHTMARE	ABSENT	1 << 27	
STATUS2_CURSED	ABSENT	1 << 28	
STATUS2_FORESIGHT	ABSENT	1 << 29	
STATUS2_DEFENSE_CURL	ABSENT	1 << 30	
STATUS2_TORMENT	ABSENT	1 << 31	
STATUS3_LEECHSEED_BATTLER	ABSENT	0x3	
STATUS3_LEECHSEED	ABSENT	1 << 2	
STATUS3_ALWAYS_HITS	ABSENT	(1 << 3) | (1 << 4)	
STATUS3_PERISH_SONG	ABSENT	1 << 5	
STATUS3_ON_AIR	ABSENT	1 << 6	
STATUS3_UNDERGROUND	ABSENT	1 << 7	
STATUS3_MINIMIZED	ABSENT	1 << 8	
STATUS3_CHARGED_UP	ABSENT	1 << 9	
STATUS3_ROOTED	ABSENT	1 << 10	
STATUS3_YAWN	ABSENT	0x1800	
STATUS3_IMPRISONED_OTHERS	ABSENT	1 << 13	
STATUS3_GRUDGE	ABSENT	1 << 14	
STATUS3_CANT_SCORE_A_CRIT	ABSENT	1 << 15	
STATUS3_MUDSPORT	ABSENT	1 << 16	
STATUS3_WATERSPORT	ABSENT	1 << 17	
STATUS3_UNDERWATER	ABSENT	1 << 18	
STATUS3_INTIMIDATE_POKES	ABSENT	1 << 19	
STATUS3_TRACE	ABSENT	1 << 20	
STATUS3_SEMI_INVULNERABLE	ABSENT	STATUS3_UNDERGROUND | STATUS3_ON_AIR | STATUS3_UNDERWATER	
HITMARKER_WAKE_UP_CLEAR	ABSENT	1 << 4	
HITMARKER_IGNORE_BIDE	ABSENT	1 << 5	
HITMARKER_DESTINYBOND	ABSENT	1 << 6	
HITMARKER_NO_ANIMATIONS	ABSENT	1 << 7	
HITMARKER_IGNORE_SUBSTITUTE	ABSENT	1 << 8	
HITMARKER_NO_ATTACKSTRING	ABSENT	1 << 9	
HITMARKER_ATTACKSTRING_PRINTED	ABSENT	1 << 10	
HITMARKER_NO_PPDEDUCT	ABSENT	1 << 11	
HITMARKER_SWAP_ATTACKER_TARGET	ABSENT	1 << 12	
HITMARKER_STATUS_ABILITY_EFFECT	ABSENT	1 << 13	
HITMARKER_SYNCHRONIZE_EFFECT	ABSENT	1 << 14	
HITMARKER_RUN	ABSENT	1 << 15	
HITMARKER_IGNORE_ON_AIR	ABSENT	1 << 16	
HITMARKER_IGNORE_UNDERGROUND	ABSENT	1 << 17	
HITMARKER_IGNORE_UNDERWATER	ABSENT	1 << 18	
HITMARKER_UNABLE_TO_USE_MOVE	ABSENT	1 << 19	
HITMARKER_PASSIVE_HP_UPDATE	ABSENT	1 << 20	
HITMARKER_DISOBEDIENT_MOVE	ABSENT	1 << 21	
HITMARKER_PLAYER_FAINTED	ABSENT	1 << 22	
HITMARKER_ALLOW_NO_PP	ABSENT	1 << 23	
HITMARKER_GRUDGE	ABSENT	1 << 24	
HITMARKER_OBEYS	ABSENT	1 << 25	
HITMARKER_NEVER_SET	ABSENT	1 << 26	
HITMARKER_CHARGING	ABSENT	1 << 27	
MOVE_RESULT_MISSED	ABSENT	1 << 0	
MOVE_RESULT_SUPER_EFFECTIVE	ABSENT	1 << 1	
MOVE_RESULT_NOT_VERY_EFFECTIVE	ABSENT	1 << 2	
MOVE_RESULT_DOESNT_AFFECT_FOE	ABSENT	1 << 3	
MOVE_RESULT_ONE_HIT_KO	ABSENT	1 << 4	
MOVE_RESULT_FAILED	ABSENT	1 << 5	
MOVE_RESULT_FOE_ENDURED	ABSENT	1 << 6	
MOVE_RESULT_FOE_HUNG_ON	ABSENT	1 << 7	
MOVE_RESULT_NO_EFFECT	ABSENT	MOVE_RESULT_MISSED | MOVE_RESULT_DOESNT_AFFECT_FOE | MOVE_RESULT_FAILED	
B_WEATHER_RAIN_TEMPORARY	ABSENT	1 << 0	
B_WEATHER_RAIN_DOWNPOUR	ABSENT	1 << 1	
B_WEATHER_RAIN_PERMANENT	ABSENT	1 << 2	
B_WEATHER_RAIN	ABSENT	B_WEATHER_RAIN_TEMPORARY | B_WEATHER_RAIN_DOWNPOUR | B_WEATHER_RAIN_PERMANENT	
B_WEATHER_SANDSTORM_TEMPORARY	ABSENT	1 << 3	
B_WEATHER_SANDSTORM_PERMANENT	ABSENT	1 << 4	
B_WEATHER_SANDSTORM	ABSENT	B_WEATHER_SANDSTORM_TEMPORARY | B_WEATHER_SANDSTORM_PERMANENT	
B_WEATHER_SUN_TEMPORARY	ABSENT	1 << 5	
B_WEATHER_SUN_PERMANENT	ABSENT	1 << 6	
B_WEATHER_SUN	ABSENT	B_WEATHER_SUN_TEMPORARY | B_WEATHER_SUN_PERMANENT	
B_WEATHER_HAIL_TEMPORARY	ABSENT	1 << 7	
B_WEATHER_HAIL	ABSENT	B_WEATHER_HAIL_TEMPORARY	
B_WEATHER_ANY	ABSENT	B_WEATHER_RAIN | B_WEATHER_SANDSTORM | B_WEATHER_SUN | B_WEATHER_HAIL	
BS_TARGET	DUP-SAME	0	include\constants\battle_script_commands.ts
BS_ATTACKER	DUP-SAME	1	include\constants\battle_script_commands.ts
BS_EFFECT_BATTLER	DUP-SAME	2	include\constants\battle_script_commands.ts
BS_FAINTED	DUP-SAME	3	include\constants\battle_script_commands.ts
BS_ATTACKER_WITH_PARTNER	DUP-SAME	4	include\constants\battle_script_commands.ts
BS_FAINTED_LINK_MULTIPLE_1	DUP-SAME	5	include\constants\battle_script_commands.ts
BS_FAINTED_LINK_MULTIPLE_2	DUP-SAME	6	include\constants\battle_script_commands.ts
BS_BATTLER_0	DUP-SAME	7	include\constants\battle_script_commands.ts
BS_ATTACKER_SIDE	DUP-SAME	8	include\constants\battle_script_commands.ts
BS_NOT_ATTACKER_SIDE	DUP-SAME	9	include\constants\battle_script_commands.ts
BS_SCRIPTING	DUP-SAME	10	include\constants\battle_script_commands.ts
BS_PLAYER1	DUP-SAME	11	include\constants\battle_script_commands.ts
BS_OPPONENT1	DUP-SAME	12	include\constants\battle_script_commands.ts
BS_PLAYER2	DUP-SAME	13	include\constants\battle_script_commands.ts
BS_OPPONENT2	DUP-SAME	14	include\constants\battle_script_commands.ts
NO_ACC_CALC	DUP-SAME	65534	include\constants\battle_script_commands.ts
NO_ACC_CALC_CHECK_LOCK_ON	DUP-SAME	65535	include\constants\battle_script_commands.ts
ACC_CURR_MOVE	DUP-SAME	0	include\constants\battle_script_commands.ts
CMP_EQUAL	DUP-SAME	0	include\constants\battle_script_commands.ts
CMP_NOT_EQUAL	DUP-SAME	1	include\constants\battle_script_commands.ts
CMP_GREATER_THAN	DUP-SAME	2	include\constants\battle_script_commands.ts
CMP_LESS_THAN	DUP-SAME	3	include\constants\battle_script_commands.ts
CMP_COMMON_BITS	DUP-SAME	4	include\constants\battle_script_commands.ts
CMP_NO_COMMON_BITS	DUP-SAME	5	include\constants\battle_script_commands.ts
B_MSG_STAYED_AWAKE_USING	DUP-SAME	2	include\constants\battle_string_ids.ts
STAT_HP	DUP-SAME	0	include\constants\pokemon.ts
STAT_ATK	DUP-SAME	1	include\constants\pokemon.ts
STAT_DEF	DUP-SAME	2	include\constants\pokemon.ts
STAT_SPEED	DUP-SAME	3	include\constants\pokemon.ts
STAT_SPATK	DUP-SAME	4	include\constants\pokemon.ts
STAT_SPDEF	DUP-SAME	5	include\constants\pokemon.ts
STAT_ACC	DUP-SAME	6	include\constants\pokemon.ts
STAT_EVASION	DUP-SAME	7	include\constants\pokemon.ts
NUM_BATTLE_STATS	ABSENT	8	
MIN_STAT_STAGE	DUP-SAME	0	include\constants\pokemon.ts
DEFAULT_STAT_STAGE	DUP-SAME	6	include\constants\pokemon.ts
MAX_STAT_STAGE	DUP-SAME	12	include\constants\pokemon.ts
NUM_STATS	DUP-SAME	6	include\constants\pokemon.ts
TYPE_NORMAL	DUP-SAME	0	include\constants\pokemon.ts
TYPE_FIGHTING	DUP-SAME	1	include\constants\pokemon.ts
TYPE_FLYING	DUP-SAME	2	include\constants\pokemon.ts
TYPE_POISON	DUP-SAME	3	include\constants\pokemon.ts
TYPE_GROUND	DUP-SAME	4	include\constants\pokemon.ts
TYPE_ROCK	DUP-SAME	5	include\constants\pokemon.ts
TYPE_BUG	DUP-SAME	6	include\constants\pokemon.ts
TYPE_GHOST	DUP-SAME	7	include\constants\pokemon.ts
TYPE_STEEL	DUP-SAME	8	include\constants\pokemon.ts
TYPE_MYSTERY	DUP-SAME	9	include\constants\pokemon.ts
TYPE_FIRE	DUP-SAME	10	include\constants\pokemon.ts
TYPE_WATER	DUP-SAME	11	include\constants\pokemon.ts
TYPE_GRASS	DUP-SAME	12	include\constants\pokemon.ts
TYPE_ELECTRIC	DUP-SAME	13	include\constants\pokemon.ts
TYPE_PSYCHIC	DUP-SAME	14	include\constants\pokemon.ts
TYPE_ICE	DUP-SAME	15	include\constants\pokemon.ts
TYPE_DRAGON	DUP-SAME	16	include\constants\pokemon.ts
TYPE_DARK	DUP-SAME	17	include\constants\pokemon.ts
NUMBER_OF_MON_TYPES	DUP-SAME	18	include\constants\pokemon.ts
ABILITY_NONE	DUP-SAME	0	include\constants\abilities.ts
ABILITY_STENCH	DUP-SAME	1	include\constants\abilities.ts
ABILITY_DRIZZLE	DUP-SAME	2	include\constants\abilities.ts
ABILITY_SPEED_BOOST	DUP-SAME	3	include\constants\abilities.ts
ABILITY_BATTLE_ARMOR	DUP-SAME	4	include\constants\abilities.ts
ABILITY_STURDY	DUP-SAME	5	include\constants\abilities.ts
ABILITY_DAMP	DUP-SAME	6	include\constants\abilities.ts
ABILITY_LIMBER	DUP-SAME	7	include\constants\abilities.ts
ABILITY_SAND_VEIL	DUP-SAME	8	include\constants\abilities.ts
ABILITY_STATIC	DUP-SAME	9	include\constants\abilities.ts
ABILITY_VOLT_ABSORB	DUP-SAME	10	include\constants\abilities.ts
ABILITY_WATER_ABSORB	DUP-SAME	11	include\constants\abilities.ts
ABILITY_OBLIVIOUS	DUP-SAME	12	include\constants\abilities.ts
ABILITY_CLOUD_NINE	DUP-SAME	13	include\constants\abilities.ts
ABILITY_COMPOUND_EYES	DUP-SAME	14	include\constants\abilities.ts
ABILITY_INSOMNIA	DUP-SAME	15	include\constants\abilities.ts
ABILITY_COLOR_CHANGE	DUP-SAME	16	include\constants\abilities.ts
ABILITY_IMMUNITY	DUP-SAME	17	include\constants\abilities.ts
ABILITY_FLASH_FIRE	DUP-SAME	18	include\constants\abilities.ts
ABILITY_SHIELD_DUST	DUP-SAME	19	include\constants\abilities.ts
ABILITY_OWN_TEMPO	DUP-SAME	20	include\constants\abilities.ts
ABILITY_SUCTION_CUPS	DUP-SAME	21	include\constants\abilities.ts
ABILITY_INTIMIDATE	DUP-SAME	22	include\constants\abilities.ts
ABILITY_SHADOW_TAG	DUP-SAME	23	include\constants\abilities.ts
ABILITY_ROUGH_SKIN	DUP-SAME	24	include\constants\abilities.ts
ABILITY_WONDER_GUARD	DUP-SAME	25	include\constants\abilities.ts
ABILITY_LEVITATE	DUP-SAME	26	include\constants\abilities.ts
ABILITY_EFFECT_SPORE	DUP-SAME	27	include\constants\abilities.ts
ABILITY_SYNCHRONIZE	DUP-SAME	28	include\constants\abilities.ts
ABILITY_CLEAR_BODY	DUP-SAME	29	include\constants\abilities.ts
ABILITY_NATURAL_CURE	DUP-SAME	30	include\constants\abilities.ts
ABILITY_LIGHTNING_ROD	DUP-SAME	31	include\constants\abilities.ts
ABILITY_SERENE_GRACE	DUP-SAME	32	include\constants\abilities.ts
ABILITY_SWIFT_SWIM	DUP-SAME	33	include\constants\abilities.ts
ABILITY_CHLOROPHYLL	DUP-SAME	34	include\constants\abilities.ts
ABILITY_ILLUMINATE	DUP-SAME	35	include\constants\abilities.ts
ABILITY_TRACE	DUP-SAME	36	include\constants\abilities.ts
ABILITY_HUGE_POWER	DUP-SAME	37	include\constants\abilities.ts
ABILITY_POISON_POINT	DUP-SAME	38	include\constants\abilities.ts
ABILITY_INNER_FOCUS	DUP-SAME	39	include\constants\abilities.ts
ABILITY_MAGMA_ARMOR	DUP-SAME	40	include\constants\abilities.ts
ABILITY_WATER_VEIL	DUP-SAME	41	include\constants\abilities.ts
ABILITY_MAGNET_PULL	DUP-SAME	42	include\constants\abilities.ts
ABILITY_SOUNDPROOF	DUP-SAME	43	include\constants\abilities.ts
ABILITY_RAIN_DISH	DUP-SAME	44	include\constants\abilities.ts
ABILITY_SAND_STREAM	DUP-SAME	45	include\constants\abilities.ts
ABILITY_PRESSURE	DUP-SAME	46	include\constants\abilities.ts
ABILITY_THICK_FAT	DUP-SAME	47	include\constants\abilities.ts
ABILITY_EARLY_BIRD	DUP-SAME	48	include\constants\abilities.ts
ABILITY_FLAME_BODY	DUP-SAME	49	include\constants\abilities.ts
ABILITY_RUN_AWAY	DUP-SAME	50	include\constants\abilities.ts
ABILITY_KEEN_EYE	DUP-SAME	51	include\constants\abilities.ts
ABILITY_HYPER_CUTTER	DUP-SAME	52	include\constants\abilities.ts
ABILITY_PICKUP	DUP-SAME	53	include\constants\abilities.ts
ABILITY_TRUANT	DUP-SAME	54	include\constants\abilities.ts
ABILITY_HUSTLE	DUP-SAME	55	include\constants\abilities.ts
ABILITY_CUTE_CHARM	DUP-SAME	56	include\constants\abilities.ts
ABILITY_PLUS	DUP-SAME	57	include\constants\abilities.ts
ABILITY_MINUS	DUP-SAME	58	include\constants\abilities.ts
ABILITY_FORECAST	DUP-SAME	59	include\constants\abilities.ts
ABILITY_STICKY_HOLD	DUP-SAME	60	include\constants\abilities.ts
ABILITY_SHED_SKIN	DUP-SAME	61	include\constants\abilities.ts
ABILITY_GUTS	DUP-SAME	62	include\constants\abilities.ts
ABILITY_MARVEL_SCALE	DUP-SAME	63	include\constants\abilities.ts
ABILITY_LIQUID_OOZE	DUP-SAME	64	include\constants\abilities.ts
ABILITY_OVERGROW	DUP-SAME	65	include\constants\abilities.ts
ABILITY_BLAZE	DUP-SAME	66	include\constants\abilities.ts
ABILITY_TORRENT	DUP-SAME	67	include\constants\abilities.ts
ABILITY_SWARM	DUP-SAME	68	include\constants\abilities.ts
ABILITY_ROCK_HEAD	DUP-SAME	69	include\constants\abilities.ts
ABILITY_DROUGHT	DUP-SAME	70	include\constants\abilities.ts
ABILITY_ARENA_TRAP	DUP-SAME	71	include\constants\abilities.ts
ABILITY_VITAL_SPIRIT	DUP-SAME	72	include\constants\abilities.ts
ABILITY_WHITE_SMOKE	DUP-SAME	73	include\constants\abilities.ts
ABILITY_PURE_POWER	DUP-SAME	74	include\constants\abilities.ts
ABILITY_SHELL_ARMOR	DUP-SAME	75	include\constants\abilities.ts
ABILITY_CACOPHONY	DUP-SAME	76	include\constants\abilities.ts
ABILITY_AIR_LOCK	DUP-SAME	77	include\constants\abilities.ts
HOLD_EFFECT_NONE	DUP-SAME	0	include\constants\hold_effects.ts
HOLD_EFFECT_EVASION_UP	DUP-SAME	22	include\constants\hold_effects.ts
HOLD_EFFECT_CHOICE_BAND	DUP-SAME	29	include\constants\hold_effects.ts
HOLD_EFFECT_SOUL_DEW	DUP-SAME	34	include\constants\hold_effects.ts
HOLD_EFFECT_DEEP_SEA_TOOTH	DUP-SAME	35	include\constants\hold_effects.ts
HOLD_EFFECT_DEEP_SEA_SCALE	DUP-SAME	36	include\constants\hold_effects.ts
HOLD_EFFECT_FOCUS_BAND	DUP-SAME	39	include\constants\hold_effects.ts
HOLD_EFFECT_SCOPE_LENS	DUP-SAME	41	include\constants\hold_effects.ts
HOLD_EFFECT_LIGHT_BALL	DUP-SAME	45	include\constants\hold_effects.ts
HOLD_EFFECT_LUCKY_PUNCH	DUP-SAME	63	include\constants\hold_effects.ts
HOLD_EFFECT_METAL_POWDER	DUP-SAME	64	include\constants\hold_effects.ts
HOLD_EFFECT_THICK_CLUB	DUP-SAME	65	include\constants\hold_effects.ts
HOLD_EFFECT_STICK	DUP-SAME	66	include\constants\hold_effects.ts
EFFECT_HIT	DUP-SAME	0	include\constants\battle_move_effects.ts
EFFECT_SLEEP	DUP-SAME	1	include\constants\battle_move_effects.ts
EFFECT_POISON_HIT	DUP-SAME	2	include\constants\battle_move_effects.ts
EFFECT_ABSORB	DUP-SAME	3	include\constants\battle_move_effects.ts
EFFECT_BURN_HIT	DUP-SAME	4	include\constants\battle_move_effects.ts
EFFECT_EXPLOSION	DUP-SAME	7	include\constants\battle_move_effects.ts
EFFECT_HIGH_CRITICAL	DUP-SAME	43	include\constants\battle_move_effects.ts
EFFECT_SKY_ATTACK	DUP-SAME	75	include\constants\battle_move_effects.ts
EFFECT_THAW_HIT	DUP-SAME	125	include\constants\battle_move_effects.ts
EFFECT_BATON_PASS	DUP-SAME	127	include\constants\battle_move_effects.ts
EFFECT_FALSE_SWIPE	DUP-SAME	101	include\constants\battle_move_effects.ts
EFFECT_RETURN	DUP-SAME	121	include\constants\battle_move_effects.ts
EFFECT_THUNDER	DUP-SAME	152	include\constants\battle_move_effects.ts
EFFECT_BLAZE_KICK	DUP-SAME	200	include\constants\battle_move_effects.ts
EFFECT_POISON_TAIL	DUP-SAME	209	include\constants\battle_move_effects.ts
MAX_FRIENDSHIP	DUP-SAME	255	include\constants\pokemon.ts
MOVE_NONE	DUP-SAME	0	include\constants\moves.ts
MOVE_FLY	DUP-SAME	19	include\constants\moves.ts
MOVE_SOLAR_BEAM	DUP-SAME	76	include\constants\moves.ts
MOVE_DIG	DUP-SAME	91	include\constants\moves.ts
MOVE_MIRROR_MOVE	DUP-SAME	119	include\constants\moves.ts
MOVE_TRANSFORM	DUP-SAME	144	include\constants\moves.ts
MOVE_SUBSTITUTE	DUP-SAME	164	include\constants\moves.ts
MOVE_POUND	DUP-SAME	1	include\constants\moves.ts
MOVE_RAGE	DUP-SAME	99	include\constants\moves.ts
MOVE_BIDE	DUP-SAME	117	include\constants\moves.ts
MOVE_STRUGGLE	DUP-SAME	165	include\constants\moves.ts
MOVE_SKETCH	DUP-SAME	166	include\constants\moves.ts
MOVE_SNORE	DUP-SAME	173	include\constants\moves.ts
MOVE_BATON_PASS	DUP-SAME	226	include\constants\moves.ts
MOVE_ENCORE	DUP-SAME	227	include\constants\moves.ts
MOVE_DIVE	DUP-SAME	291	include\constants\moves.ts
MOVE_BOUNCE	DUP-SAME	340	include\constants\moves.ts
MOVE_UNAVAILABLE	DUP-SAME	65535	include\constants\moves.ts
MAX_MON_MOVES	DUP-SAME	4	include\constants\global.ts
MOVE_TARGET_SELECTED	DUP-SAME	0	include\battle.ts
MOVE_TARGET_DEPENDS	ABSENT	1 << 0	
MOVE_TARGET_USER_OR_SELECTED	ABSENT	1 << 1	
MOVE_TARGET_RANDOM	ABSENT	1 << 2	
MOVE_TARGET_BOTH	ABSENT	1 << 3	
MOVE_TARGET_USER	ABSENT	1 << 4	
MOVE_TARGET_FOES_AND_ALLY	ABSENT	1 << 5	
MOVE_TARGET_OPPONENTS_FIELD	ABSENT	1 << 6	
SPECIES_FARFETCHD	DUP-SAME	83	include\constants\species.ts
SPECIES_CHANSEY	DUP-SAME	113	include\constants\species.ts
SIDE_STATUS_REFLECT	ABSENT	1 << 0	
SIDE_STATUS_LIGHTSCREEN	ABSENT	1 << 1	
SIDE_STATUS_X4	ABSENT	1 << 2	
SIDE_STATUS_SPIKES	ABSENT	1 << 4	
SIDE_STATUS_SAFEGUARD	ABSENT	1 << 5	
SIDE_STATUS_FUTUREATTACK	ABSENT	1 << 6	
SIDE_STATUS_MIST	ABSENT	1 << 8	
SIDE_STATUS_SPIKES_DAMAGED	ABSENT	1 << 9	
B_OUTCOME_WON	DUP-SAME	1	include\constants\battle.ts
B_OUTCOME_LOST	DUP-SAME	2	include\constants\battle.ts
B_OUTCOME_DREW	DUP-SAME	3	include\constants\battle.ts
B_OUTCOME_RAN	DUP-SAME	4	include\constants\battle.ts
B_OUTCOME_PLAYER_TELEPORTED	DUP-SAME	5	include\constants\battle.ts
B_OUTCOME_MON_TELEPORTED	DUP-SAME	10	include\constants\battle.ts
BATTLE_RUN_SUCCESS	DUP-SAME	0	include\constants\battle.ts
BATTLE_RUN_FORBIDDEN	DUP-SAME	1	include\constants\battle.ts
BATTLE_RUN_FAILURE	DUP-SAME	2	include\constants\battle.ts
FLEE_NONE	ABSENT	0	
FLEE_ITEM	DUP-SAME	1	include\constants\battle.ts
FLEE_ABILITY	DUP-SAME	2	include\constants\battle.ts
PYRAMID_LOCATION_NONE	ABSENT	0	
NO_TARGET_OVERRIDE	DUP-SAME	0	include\battle.ts
B_MSG_CANT_ESCAPE	DUP-SAME	0	include\constants\battle_string_ids.ts
B_MSG_DONT_LEAVE_BIRCH	DUP-SAME	1	include\constants\battle_string_ids.ts
B_MSG_PREVENTS_ESCAPE	DUP-SAME	2	include\constants\battle_string_ids.ts
B_MSG_WOKE_UP	DUP-SAME	0	include\constants\battle_string_ids.ts
B_MSG_WOKE_UP_UPROAR	DUP-SAME	1	include\constants\battle_string_ids.ts
B_MSG_LOAFING	DUP-SAME	0	include\constants\battle_string_ids.ts
B_MSG_DEFROSTED	DUP-SAME	0	include\constants\battle_string_ids.ts
B_MSG_DEFROSTED_BY_MOVE	DUP-SAME	1	include\constants\battle_string_ids.ts
STATUS1_TOXIC_COUNTER	ABSENT	0xF00	
DISOBEDIENCE_OBEDIENT	ABSENT	0	
DISOBEDIENCE_IGNORED	ABSENT	1	
DISOBEDIENCE_OTHER	ABSENT	2	
NUM_LOAF_STRINGS	DUP-SAME	4	include\constants\battle_string_ids.ts
MOVE_LIMITATIONS_ALL	ABSENT	0xFF	
BATTLE_ALIVE_EXCEPT_ACTIVE	DUP-SAME	0	include\constants\pokemon.ts
BATTLE_ALIVE_ATK_SIDE	DUP-SAME	1	include\constants\pokemon.ts
BATTLE_ALIVE_DEF_SIDE	DUP-SAME	2	include\constants\pokemon.ts
B_OUTCOME_MON_FLED	DUP-SAME	6	include\constants\battle.ts
B_OUTCOME_CAUGHT	DUP-SAME	7	include\constants\battle.ts
CURSOR_POSITION	DUP-SAME	1	include\constants\battle_script_commands.ts
MOVE_EFFECT_BYTE	DUP-SAME	3	include\constants\battle_script_commands.ts
MISS_TYPE	DUP-SAME	6	include\constants\battle_script_commands.ts
MSG_DISPLAY	DUP-SAME	7	include\constants\battle_script_commands.ts
B_WIN_MSG	DUP-SAME	0	include\constants\battle.ts
B_WIN_YESNO	DUP-SAME	12	include\constants\battle.ts
B_COMM_TO_CONTROLLER	ABSENT	0	
STRINGID_USEDMOVE	DUP-SAME	4	include\constants\battle_string_ids.ts
STRINGID_ATTACKMISSED	DUP-SAME	23	include\constants\battle_string_ids.ts
STRINGID_PKMNPROTECTEDITSELF	DUP-SAME	24	include\constants\battle_string_ids.ts
STRINGID_AVOIDEDDAMAGE	DUP-SAME	26	include\constants\battle_string_ids.ts
STRINGID_ITDOESNTAFFECT	DUP-SAME	27	include\constants\battle_string_ids.ts
STRINGID_PKMNENDUREDHIT	DUP-SAME	153	include\constants\battle_string_ids.ts
STRINGID_CRITICALHIT	DUP-SAME	217	include\constants\battle_string_ids.ts
STRINGID_ONEHITKO	DUP-SAME	218	include\constants\battle_string_ids.ts
STRINGID_NOTVERYEFFECTIVE	DUP-SAME	221	include\constants\battle_string_ids.ts
STRINGID_SUPEREFFECTIVE	DUP-SAME	222	include\constants\battle_string_ids.ts
STRINGID_BUTITFAILED	DUP-SAME	229	include\constants\battle_string_ids.ts
STRINGID_PKMNMAKESGROUNDMISS	DUP-SAME	332	include\constants\battle_string_ids.ts
STRINGID_PKMNAVOIDEDATTACK	DUP-SAME	345	include\constants\battle_string_ids.ts
SE_NOT_EFFECTIVE	DUP-SAME	12	include\constants\songs.ts
SE_EFFECTIVE	DUP-SAME	13	include\constants\songs.ts
SE_SUPER_EFFECTIVE	DUP-SAME	14	include\constants\songs.ts
REQUEST_ALL_BATTLE	ABSENT	0	
REQUEST_SPECIES_BATTLE	ABSENT	1	
REQUEST_HELDITEM_BATTLE	ABSENT	2	
REQUEST_MOVES_PP_BATTLE	ABSENT	3	
REQUEST_STATUS_BATTLE	ABSENT	40	
REQUEST_LEVEL_BATTLE	ABSENT	41	
